id,name,slot,tier,itemlevel,armor_type,classes,weapon_min_dmg,weapon_max_dmg,delay,damage_rating,gamelink,aeautoattackchance,agility,all,arcane,armormitigationincrease,attackspeed,basemodifier,blockchance,combatskills,critbonus,critchance,damage,doubleattackchance,dps,flurry,intelligence,maxhpperc,spelltimecastpct,spelltimereusepct,stamina,strength,wisdom
2715755012,Spiritual Wand of the Shaman,Ranged,TREASURED,30,,channeler|coercer|conjuror|defiler|fury|illusionist|inquisitor|mystic|necromancer|templar|warden|warlock|wizard,35,196,8,28.799999,\aITEM -1579212284 -157864704:Spiritual Wand of the Shaman\/a,,,,,,,,,4,,,,,,,,,,,10,10,
1489319905,Spiked Hammer of the Fire Mist,Primary,LEGENDARY,10,,beastlord|berserker|bruiser|channeler|coercer|conjuror|defiler|fury|guardian|illusionist|inquisitor|monk|mystic|necromancer|paladin|shadowknight|templar|warden|warlock|wizard,9,49,6,9.52,\aITEM 1489319905 761257252:Spiked Hammer of the Fire Mist\/a,,,,,,,,,2,,,,,,,,,,,10,10,
2333518481,Bulwark of the Dwarven Champion,Secondary|Ranged,TREASURED,30,,assassin|beastlord|berserker|brigand|bruiser|channeler|coercer|conjuror|defiler|dirge|fury|guardian|illusionist|inquisitor|monk|mystic|necromancer|paladin|ranger|shadowknight|swashbuckler|templar|troubador|warden|warlock|wizard,0,0,0,0,\aITEM -1961448815 2141389875:Bulwark of the Dwarven Champion\/a,,,,,,,,,4,,,,,,,,,,,11,11,
2291347853,Staff of Mined gems,Primary,TREASURED,30,,beastlord|berserker|bruiser|channeler|coercer|conjuror|defiler|fury|guardian|illusionist|inquisitor|monk|mystic|necromancer|paladin|shadowknight|templar|warden|warlock|wizard,27,154,6,30.24,\aITEM -2003619443 1695877015:Staff of Mined gems\/a,,,,,,,,,8,,,,,,,,,,,22,22,
2312973039,Stained Shield of Ornate Wood,Secondary,TREASURED,30,,assassin|beastlord|berserker|brigand|channeler|defiler|dirge|fury|guardian|inquisitor|mystic|paladin|ranger|shadowknight|swashbuckler|templar|troubador|warden,0,0,0,0,\aITEM -1981994257 -1312984040:Stained Shield of Ornate Wood\/a,,,,,,,,,4,,,,,,,,,,,10,10,
3418548298,Stealthstriker,Primary|Secondary,TREASURED,30,,assassin|beastlord|berserker|brigand|channeler|coercer|conjuror|defiler|dirge|guardian|illusionist|mystic|necromancer|paladin|ranger|shadowknight|swashbuckler|troubador|warlock|wizard,14,78,4,23.040001,\aITEM -876418998 559858897:Stealthstriker\/a,,,,,,,,,4,,,,,,,,,,,11,11,
3295774950,Kris of Illusions,Primary|Secondary,TREASURED,30,,assassin|beastlord|berserker|brigand|channeler|coercer|conjuror|defiler|dirge|guardian|illusionist|mystic|necromancer|paladin|ranger|shadowknight|swashbuckler|troubador|warlock|wizard,14,78,4,23.040001,\aITEM -999192346 1375058060:Kris of Illusions\/a,,,,,,,,,4,,,,,,,,,,,10,10,
1829579205,Ornate Ripper,Primary,TREASURED,30,,beastlord|berserker|channeler|defiler|guardian|mystic|paladin|shadowknight,32,180,7,30.24,\aITEM 1829579205 676515484:Ornate Ripper\/a,,,,,,,,,8,,,,,,,,,,,20,20,
590853001,Buckler of Emotional Doubt,Secondary,TREASURED,30,,berserker|channeler|defiler|fury|guardian|inquisitor|mystic|paladin|shadowknight|templar|warden,0,0,0,0,\aITEM 590853001 1564044919:Buckler of Emotional Doubt\/a,,,,,,,,,4,,,,,,,,,,,10,10,
127506127,Crab Sceptre,Primary|Secondary,TREASURED,30,,channeler|defiler|fury|inquisitor|mystic|templar|warden,14,78,4,23.040001,\aITEM 127506127 96897992:Crab Sceptre\/a,,,,,,,,,4,,,,,,,,,,,10,10,
303988261,Ornate Great Spear,Primary,TREASURED,30,,beastlord|berserker|channeler|defiler|guardian|mystic|paladin|shadowknight,27,154,6,30.24,\aITEM 303988261 -29734031:Ornate Great Spear\/a,,,,,,,,,8,,,,,,,,,,,20,20,
3981754643,Censer of Ideals and Motives,Secondary|Ranged,TREASURED,30,,coercer|conjuror|illusionist|necromancer|warlock|wizard,0,0,0,0,\aITEM -313212653 1168557948:Censer of Ideals and Motives\/a,,,,,,,,,4,,,,,,,,,,,10,10,
4200899548,Heavily Enchanted Magi Stick,Ranged,TREASURED,30,,channeler|coercer|conjuror|defiler|fury|illusionist|inquisitor|mystic|necromancer|templar|warden|warlock|wizard,35,196,8,28.799999,\aITEM -94067748 1665663063:Heavily Enchanted Magi Stick\/a,,,,,,,,,4,,,,,,,,,,,10,10,
3852700792,Pedantic Orb,Secondary|Ranged,TREASURED,30,,coercer|conjuror|illusionist|necromancer|warlock|wizard,0,0,0,0,\aITEM -442266504 1135084406:Pedantic Orb\/a,,,,,,,,,4,,,,,,,,,,,10,10,
4081358719,Enchanted Great Flail,Primary,TREASURED,30,,beastlord|berserker|bruiser|channeler|coercer|conjuror|defiler|fury|guardian|illusionist|inquisitor|monk|mystic|necromancer|paladin|shadowknight|templar|warden|warlock|wizard,32,180,7,30.24,\aITEM -213608577 1908184600:Enchanted Great Flail\/a,,,,,,,,,8,,,,,,,,,,,20,20,
4197236326,Commisioned Shield of the Brigade,Secondary,TREASURED,30,,berserker|guardian|paladin|shadowknight,0,0,0,0,\aITEM -97730970 1804309791:Commisioned Shield of the Brigade\/a,,,,,,,,,4,,,,,,,,,,,10,10,
2820662333,The Stormhammer,Primary|Secondary,LEGENDARY,67,,beastlord|berserker|bruiser|channeler|defiler|fury|guardian|inquisitor|monk|mystic|paladin|shadowknight|templar|warden,65,195,4,64.896004,\aITEM -1474304963 1856445964:The Stormhammer\/a,,,38,,,,1.7,,12,0.3,1.2,,,,,,,,,31,31,
1554501448,Blessed Fulginate Tribal Spear,Primary|Secondary,HANDCRAFTED,40,,assassin|beastlord|berserker|brigand|channeler|defiler|dirge|guardian|mystic|paladin|ranger|shadowknight|swashbuckler|troubador,19,107,4,31.445335,\aITEM 1554501448 -658117348:Blessed Fulginate Tribal Spear\/a,,,,,,,,,5,,,,,,,,,,,10,11,
3970837964,Unadorned Orcish Hammer,Primary,TREASURED,30,,beastlord|berserker|bruiser|channeler|coercer|conjuror|defiler|fury|guardian|illusionist|inquisitor|monk|mystic|necromancer|paladin|shadowknight|templar|warden|warlock|wizard,32,180,7,30.24,\aITEM -324129332 1303359944:Unadorned Orcish Hammer\/a,,,,,,,,,8,,,,,,,,,,,20,20,
4062855379,Pitted Kukri,Primary|Secondary,TREASURED,30,,assassin|beastlord|berserker|brigand|channeler|dirge|fury|guardian|paladin|ranger|shadowknight|swashbuckler|troubador|warden,21,118,6,23.040001,\aITEM -232111917 1063018682:Pitted Kukri\/a,,,,,,,,,4,,,,,,,,,,,10,10,
3274552365,Enchanted Wand of the Mist,Primary|Secondary,LEGENDARY,30,,beastlord|berserker|bruiser|channeler|coercer|conjuror|defiler|fury|guardian|illusionist|inquisitor|monk|mystic|necromancer|paladin|shadowknight|templar|warden|warlock|wizard,14,79,4,23.21067,\aITEM -1020414931 -685591457:Enchanted Wand of the Mist\/a,,,,,,,,,4,,,,,,,,,,,11,11,
3533333157,Sai of the Riddler,Primary|Secondary,TREASURED,30,,assassin|beastlord|berserker|brigand|channeler|coercer|conjuror|defiler|dirge|guardian|illusionist|mystic|necromancer|paladin|ranger|shadowknight|swashbuckler|troubador|warlock|wizard,14,78,4,23.040001,\aITEM -761634139 -706974547:Sai of the Riddler\/a,,,,,,,,,4,,,,,,,,,,,10,10,
4141146006,Animated Dagger of the Soulthief,Primary|Secondary,LEGENDARY,30,,assassin|beastlord|berserker|brigand|channeler|coercer|conjuror|defiler|dirge|guardian|illusionist|mystic|necromancer|paladin|ranger|shadowknight|swashbuckler|troubador|warlock|wizard,14,79,4,23.21067,\aITEM -153821290 -2039513620:Animated Dagger of the Soulthief\/a,,,,,,,,,4,,,,,,,,,,,11,11,
195271170,Obelisk of Perpetual Flux,Primary,TREASURED,30,,beastlord|berserker|bruiser|channeler|coercer|conjuror|defiler|fury|guardian|illusionist|inquisitor|monk|mystic|necromancer|paladin|shadowknight|templar|warden|warlock|wizard,36,206,8,30.239998,\aITEM 195271170 466005941:Obelisk of Perpetual Flux\/a,,,,,,,,,8,,,,,,,,,,,20,20,
453865374,Silver Mountain's Magic Stick,Ranged,TREASURED,30,,channeler|coercer|conjuror|defiler|fury|illusionist|inquisitor|mystic|necromancer|templar|warden|warlock|wizard,35,196,8,28.799999,\aITEM 453865374 1529246169:Silver Mountain's Magic Stick\/a,,,,,,,,,4,,,,,,,,,,,10,10,
2880038738,Thexian Metal Shield,Secondary,TREASURED,20,,assassin|beastlord|berserker|brigand|channeler|defiler|dirge|fury|guardian|inquisitor|mystic|paladin|ranger|shadowknight|swashbuckler|templar|troubador|warden,0,0,0,0,\aITEM -1414928558 -1200135807:Thexian Metal Shield\/a,,,,,,,,,3,,,,,,,,,,,7,7,
1620328743,A Table Knife,Primary|Secondary,,70,,assassin|beastlord|berserker|brigand|coercer|conjuror|dirge|guardian|illusionist|necromancer|ranger|swashbuckler|troubador|warlock|wizard,17,51,1.6,42.720001,\aITEM 1620328743 -2086127187:A Table Knife\/a,,,,,,,,,,,,,,,,,,,,,,
1813041603,Blade of the Lost Oasis,Primary|Secondary,LEGENDARY,67,,assassin|beastlord|berserker|brigand|channeler|dirge|fury|guardian|paladin|ranger|shadowknight|swashbuckler|troubador|warden,55,313,6,61.290668,\aITEM 1813041603 -638328290:Blade of the Lost Oasis\/a,,,,,,,2.4,1.6,14,0.5,1.6,,,,,,,,,37,37,
2916924756,Orcish Swordblocker,Secondary,LEGENDARY,10,,berserker|guardian|paladin|shadowknight,0,0,0,0,\aITEM -1378042540 -1119157603:Orcish Swordblocker\/a,,,,,,,,,,,,,,,,,,,,5,5,
1998162858,Kuolema,Ranged,FABLED,60,,channeler|coercer|conjuror|defiler|fury|illusionist|inquisitor|mystic|necromancer|templar|warden|warlock|wizard,90,510,8,74.986671,\aITEM 1998162858 -1323796296:Kuolema\/a,,,52,,,,2.4,,14,0.5,1.6,,,,,,,,,37,37,
1925775225,Grikbarian Spear,Primary|Secondary,FABLED,20,,assassin|beastlord|berserker|brigand|channeler|defiler|dirge|guardian|mystic|paladin|ranger|shadowknight|swashbuckler|troubador,16,49,4,16.213333,\aITEM 1925775225 -1426138712:Grikbarian Spear\/a,,,,,,,,,3,,,,,,,,,,,8,8,
1762872226,Ancient Cane of the Orcish Shaman,Primary,TREASURED,10,,beastlord|berserker|bruiser|channeler|coercer|conjuror|defiler|fury|guardian|illusionist|inquisitor|monk|mystic|necromancer|paladin|shadowknight|templar|warden|warlock|wizard,11,64,8,9.449999,\aITEM 1762872226 933810611:Ancient Cane of the Orcish Shaman\/a,,,,,,,,,,,,,,,,,,,,8,8,
1987844031,Blade of Conjurations,Primary|Secondary,TREASURED,10,,assassin|beastlord|berserker|brigand|channeler|coercer|conjuror|defiler|dirge|guardian|illusionist|mystic|necromancer|paladin|ranger|shadowknight|swashbuckler|troubador|warlock|wizard,4,24,4,7.2,\aITEM 1987844031 -1499801107:Blade of Conjurations\/a,,,,,,,,,1,,,,,,,,,,,4,4,
1932365886,Ornate Mace of Retribution,Primary|Secondary,TREASURED,30,,beastlord|berserker|bruiser|channeler|coercer|conjuror|defiler|fury|guardian|illusionist|inquisitor|monk|mystic|necromancer|paladin|shadowknight|templar|warden|warlock|wizard,14,78,4,23.040001,\aITEM 1932365886 -1627195244:Ornate Mace of Retribution\/a,,,,,,,,,4,,,,,,,,,,,10,10,
2163817536,The Stormhammer of Legend,Primary|Secondary,LEGENDARY,30,,beastlord|berserker|bruiser|channeler|defiler|fury|guardian|inquisitor|monk|mystic|paladin|shadowknight|templar|warden,25,74,4,24.576002,\aITEM -2131149760 1619356278:The Stormhammer of Legend\/a,,,,,,,,,5,,,,,,,,,,,11,11,
1954632544,Lump of Coal,Secondary|Ranged,,67,,channeler|coercer|conjuror|defiler|fury|illusionist|inquisitor|mystic|necromancer|paladin|shadowknight|templar|warden|warlock|wizard,0,0,0,0,\aITEM 1954632544 129731981:Lump of Coal\/a,,,,,,,,,,,,,,,,,,,,,,
2484445803,Ornate Kukri,Primary|Secondary,TREASURED,30,,assassin|beastlord|berserker|brigand|channeler|dirge|fury|guardian|paladin|ranger|shadowknight|swashbuckler|troubador|warden,21,118,6,23.040001,\aITEM -1810521493 213548454:Ornate Kukri\/a,,,,,,,,,4,,,,,,,,,,,10,10,
4196413884,Imbued Fulginate Voulge,Primary,HANDCRAFTED,40,,beastlord|berserker|channeler|defiler|guardian|mystic|paladin|shadowknight,43,246,7,41.271992,\aITEM -98553412 1925409415:Imbued Fulginate Voulge\/a,,,,,,,,,10,,,,,,,,,,,20,22,
2194370384,Spiked Sarnak Shield,Secondary,LEGENDARY,10,,assassin|beastlord|berserker|brigand|channeler|defiler|dirge|fury|guardian|inquisitor|mystic|paladin|ranger|shadowknight|swashbuckler|templar|troubador|warden,0,0,0,0,\aITEM -2100596912 -1562060257:Spiked Sarnak Shield\/a,,,,,,,,,1,,,,,,,,,,,5,5,
1989868168,Gladiator's Short Sword,Primary,TREASURED,69,,berserker|guardian|paladin|shadowknight,87,492,7,82.687492,\aITEM 1989868168 209088309:Gladiator's Short Sword\/a,,,,,,,4.8,,28,1,3.2,,,14.4,,,,,,74,74,
3467724325,Corrupted Glyph Broadsword,Primary|Secondary,TREASURED,40,,berserker|guardian|paladin|shadowknight,15,44,1.9,31.68,\aITEM -827242971 -1456633559:Corrupted Glyph Broadsword\/a,,,,,,,,,6,,,,,1.1,,,,,,15,15,
2039503681,Blessed Adamantine Great Flail,Primary,HANDCRAFTED,60,,berserker|bruiser|channeler|coercer|conjuror|defiler|fury|guardian|illusionist|inquisitor|monk|mystic|necromancer|paladin|shadowknight|templar|warden|warlock|wizard,73,413,7,69.411995,\aITEM 2039503681 1757450669:Blessed Adamantine Great Flail\/a,,,,,,,2.4,,20,0.4,1.4,,,,,,,,,52,54,
604779708,Dagger of the Darkening Steel,Primary|Secondary,LEGENDARY,40,,assassin|beastlord|berserker|brigand|channeler|coercer|conjuror|defiler|dirge|guardian|illusionist|mystic|necromancer|paladin|ranger|shadowknight|swashbuckler|troubador|warlock|wizard,19,109,4,31.914669,\aITEM 604779708 -792463779:Dagger of the Darkening Steel\/a,,,,,,,1,,10,0.2,0.7,,,4,,,,,,25,25,
3784013571,Blessed Fulginate Falchion,Primary|Secondary,HANDCRAFTED,40,,berserker|guardian|paladin|shadowknight,28,160,6,31.445337,\aITEM -510953725 166242950:Blessed Fulginate Falchion\/a,,,,,,,,,5,,,,,,,,,,,10,11,
3180283053,Brell's Hammer,Primary|Secondary,FABLED,1,,assassin|beastlord|berserker|brigand|bruiser|channeler|coercer|conjuror|defiler|dirge|fury|guardian|illusionist|inquisitor|monk|mystic|necromancer|paladin|ranger|shadowknight|swashbuckler|templar|troubador|warden|warlock|wizard,2,5,4,1.621333,\aITEM -1114684243 381086100:Brell's Hammer\/a,,2,,,,,,,,,,,,,,,,,,2,,
3248874341,Warlock's Parrying Blade,Primary|Secondary,TREASURED,30,,assassin|beastlord|berserker|brigand|channeler|coercer|conjuror|defiler|dirge|guardian|illusionist|mystic|necromancer|paladin|ranger|shadowknight|swashbuckler|troubador|warlock|wizard,14,78,4,23.040001,\aITEM -1046092955 34653881:Warlock's Parrying Blade\/a,,,,,,,,,4,,,,,,,,,,,10,10,
2181767741,Blazing Pouch of Vigor,Ranged,FABLED,70,,assassin|beastlord|berserker|brigand|bruiser|dirge|guardian|monk|ranger|swashbuckler|troubador,122,690,9,90.186668,\aITEM -2113199555 -197495263:Blazing Pouch of Vigor\/a,,,,,,,1.9,,13,0.4,1.4,,,6.5,,,3.1,,,33,33,
2474150094,Orb of the Studious,Secondary|Ranged,TREASURED,20,,coercer|conjuror|illusionist|necromancer|warlock|wizard,0,0,0,0,\aITEM -1820817202 -1799663041:Orb of the Studious\/a,,,,,,,,,3,,,,,,,,,,,7,7,
2522210391,"Desturn, Cursed Dagger of Erudin",Primary|Secondary,LEGENDARY,10,,assassin|beastlord|berserker|brigand|channeler|coercer|conjuror|defiler|dirge|guardian|illusionist|mystic|necromancer|paladin|ranger|shadowknight|swashbuckler|troubador|warlock|wizard,4,25,4,7.253334,"\aITEM -1772756905 -1601560452:Desturn, Cursed Dagger of Erudin\/a",,,,,,,,,1,,,,,,,,,,,5,5,
3511452713,Tinkered Gnomish Dagger,Primary|Secondary,TREASURED,40,,assassin|beastlord|berserker|brigand|channeler|coercer|conjuror|defiler|dirge|guardian|illusionist|mystic|necromancer|paladin|ranger|shadowknight|swashbuckler|troubador|warlock|wizard,19,108,4,31.68,\aITEM -783514583 -147927050:Tinkered Gnomish Dagger\/a,,,,,,,,,5,,,,,,,,,,,13,13,
2295966668,Kobold Bone Dagger,Primary|Secondary,TREASURED,40,,assassin|beastlord|berserker|brigand|channeler|coercer|conjuror|defiler|dirge|guardian|illusionist|mystic|necromancer|paladin|ranger|shadowknight|swashbuckler|troubador|warlock|wizard,19,108,4,31.68,\aITEM -1999000628 -1569606395:Kobold Bone Dagger\/a,,,,,,,,,5,,,,,,,,,,,13,13,
2327136095,Imbued Fulginate Falchion,Primary|Secondary,HANDCRAFTED,40,,assassin|beastlord|berserker|brigand|channeler|dirge|fury|guardian|paladin|ranger|shadowknight|swashbuckler|troubador|warden,28,160,6,31.445337,\aITEM -1967831201 1254009080:Imbued Fulginate Falchion\/a,,,,,,,,,5,,,,,,,,,,,10,11,
104636778,Frozen Pouch of Ice Knives,Ranged,TREASURED,40,,assassin|beastlord|berserker|brigand|bruiser|dirge|guardian|monk|ranger|swashbuckler|troubador,53,303,9,39.599998,\aITEM 104636778 674918286:Frozen Pouch of Ice Knives\/a,,,,,,,0.5,,8,,0.2,,,,,,,,,19,19,
2543313273,Cracked Mace,Primary|Secondary,TREASURED,20,,beastlord|berserker|bruiser|channeler|coercer|conjuror|defiler|fury|guardian|illusionist|inquisitor|monk|mystic|necromancer|paladin|shadowknight|templar|warden|warlock|wizard,9,49,4,14.4,\aITEM -1751654023 1805276206:Cracked Mace\/a,,,,,,,,,3,,,,,,,,,,,7,7,
3765358268,Blessed Ebon Knuckles,Primary|Secondary,MASTERCRAFTED,42,,beastlord|bruiser|monk,26,145,5,34.090668,\aITEM -529609028 -381421085:Blessed Ebon Knuckles\/a,,,,,,,0.2,,6,,,,,,,,,0.1,,13,13,
2410800254,Bugbear Backstabber,Primary|Secondary,LEGENDARY,30,,assassin|beastlord|berserker|brigand|channeler|coercer|conjuror|defiler|dirge|guardian|illusionist|mystic|necromancer|paladin|ranger|shadowknight|swashbuckler|troubador|warlock|wizard,14,79,4,23.21067,\aITEM -1884167042 -1286629629:Bugbear Backstabber\/a,,,,,,,,,4,,,,,,,,,,,12,12,
2913487741,Ivy-Shrouded Orb of Tunare,Secondary|Ranged,LEGENDARY,70,,channeler|coercer|conjuror|defiler|fury|illusionist|inquisitor|mystic|necromancer|paladin|shadowknight|templar|warden|warlock|wizard,0,0,0,0,\aITEM -1381479555 1926643473:Ivy-Shrouded Orb of Tunare\/a,,,64,,,,2.7,,15,0.6,1.9,,,,,,,1.7,,40,40,
2896204295,Buckler of Grievance,Secondary,TREASURED,10,,berserker|channeler|defiler|fury|guardian|inquisitor|mystic|paladin|shadowknight|templar|warden,0,0,0,0,\aITEM -1398763001 -1359127354:Buckler of Grievance\/a,,,,,,,,,1,,,,,,,,,,,4,4,
2858188297,Heavenly Wand of Frozen Time,Primary|Secondary,LEGENDARY,67,,beastlord|berserker|bruiser|channeler|coercer|conjuror|defiler|fury|guardian|illusionist|inquisitor|monk|mystic|necromancer|paladin|shadowknight|templar|warden|warlock|wizard,37,208,4,61.290665,\aITEM -1436778999 -17489191:Heavenly Wand of Frozen Time\/a,,,,,,,2.4,,14,0.5,1.6,,,,,,,1.4,,37,37,
3169607904,Shield of Death's Reprimand,Secondary,LEGENDARY,10,,berserker|channeler|defiler|fury|guardian|inquisitor|mystic|paladin|shadowknight|templar|warden,0,0,0,0,\aITEM -1125359392 -824805918:Shield of Death's Reprimand\/a,,,,,,,,,1,,,,,,,,,,,5,5,
3255187919,Dreadnaught's Chakram,Primary|Secondary,TREASURED,20,,beastlord|bruiser|monk,11,61,5,14.4,\aITEM -1039779377 -1022744052:Dreadnaught's Chakram\/a,,,,,,,,,3,,,,,,,,,,,7,7,
3142609883,Wand from the Ethernere,Ranged,LEGENDARY,10,,channeler|coercer|conjuror|defiler|fury|illusionist|inquisitor|mystic|necromancer|templar|warden|warlock|wizard,11,62,8,9.066668,\aITEM -1152357413 -1871164545:Wand from the Ethernere\/a,,,,,,,,,1,,,,,,,,,,,5,5,
3149478652,Ornate Pike,Primary,TREASURED,10,,beastlord|berserker|channeler|defiler|guardian|mystic|paladin|shadowknight,10,56,7,9.45,\aITEM -1145488644 496079343:Ornate Pike\/a,,,,,,,,,,,,,,,,,,,,8,8,
2619611813,Cutthroat Hunter's Claw,Secondary,LEGENDARY,50,,beastlord|bruiser|monk,80,241,6,53.493332,\aITEM -1675355483 1245687019 0 0 0:Cutthroat Hunter's Claw\/a,,19,,,0.4,,0.5,,8,,0.2,,,,,,,,,19,,
3961032479,Cutthroat Hunter's Bludgeon,Primary|Secondary,LEGENDARY,50,,beastlord|berserker|bruiser|channeler|defiler|fury|guardian|inquisitor|monk|mystic|paladin|shadowknight|templar|warden,53,160,4,53.493336,\aITEM -333934817 -857427832 0 0 0:Cutthroat Hunter's Bludgeon\/a,,,,,,,0.5,,8,,0.2,,0.9,,,19,,,,19,,
3067532625,Cutthroat Hunter's Guard,Secondary,LEGENDARY,50,,berserker|guardian|paladin|shadowknight,0,0,0,0,\aITEM -1227434671 -659821683 0 0 0:Cutthroat Hunter's Guard\/a,,19,,,,,0.5,0.3,8,,0.2,,,,,,,,,19,,
518719271,"Kurasha, Soultaker",Primary|Secondary,LEGENDARY,50,,assassin|beastlord|berserker|brigand|channeler|coercer|conjuror|defiler|dirge|guardian|illusionist|mystic|necromancer|paladin|ranger|shadowknight|swashbuckler|troubador|warlock|wizard,26,146,4,42.794666,"\aITEM 518719271 -1328792981:Kurasha, Soultaker\/a",,,33,,,,1.7,,12,0.3,1.1,,,,,,,,,31,31,
3200935941,Bo Staff of the Resolute,Primary,TREASURED,30,,beastlord|berserker|bruiser|channeler|coercer|conjuror|defiler|fury|guardian|illusionist|inquisitor|monk|mystic|necromancer|paladin|shadowknight|templar|warden|warlock|wizard,32,180,7,30.24,\aITEM -1094031355 767659401:Bo Staff of the Resolute\/a,,,,,,,,,8,,,,,,,,,,,20,20,
2838233594,Hexing Doll of the Guru,Secondary|Ranged,TREASURED,10,,coercer|conjuror|illusionist|necromancer|warlock|wizard,0,0,0,0,\aITEM -1456733702 -1209162854:Hexing Doll of the Guru\/a,,,,,,,,,1,,,,,,,,,,,4,4,
4151005934,Maul of Obliteration,Primary,TREASURED,50,,beastlord|berserker|bruiser|channeler|coercer|conjuror|defiler|fury|guardian|illusionist|inquisitor|monk|mystic|necromancer|paladin|shadowknight|templar|warden|warlock|wizard,50,284,6,55.755001,\aITEM -143961362 1260799489:Maul of Obliteration\/a,,,66,,,,3.4,,24,0.6,2.2,,,,,,,,,62,62,
3292076004,Tablet of Dead Songs,Secondary|Ranged,TREASURED,50,,coercer|conjuror|illusionist|necromancer|warlock|wizard,0,0,0,0,\aITEM -1002891292 -504947852:Tablet of Dead Songs\/a,,,,,,,1,,10,0.2,0.7,,,,,,,0.8,,26,26,
1544555027,Cutthroat Hunter's Buckler,Secondary,LEGENDARY,50,,coercer|conjuror|defiler|fury|illusionist|inquisitor|mystic|necromancer|templar|warden|warlock|wizard,0,0,0,0,\aITEM 1544555027 344899525 0 0 0:Cutthroat Hunter's Buckler\/a,,19,,,,,0.5,,8,,0.2,,,,,,0.6,,,19,,
2321741372,Shield of Empowering Spirits,Secondary,TREASURED,50,,berserker|channeler|defiler|fury|guardian|inquisitor|mystic|paladin|shadowknight|templar|warden,0,0,0,0,\aITEM -1973225924 1000824817:Shield of Empowering Spirits\/a,,,,,,,1.7,1.2,12,0.3,1.1,,,,,,,,,31,31,
4218653366,Talisman of the Puppetmaster,Secondary|Ranged,TREASURED,50,,coercer|conjuror|illusionist|necromancer|warlock|wizard,0,0,0,0,\aITEM -76313930 776910033:Talisman of the Puppetmaster\/a,,,,,,,1.7,,12,0.3,1.1,,,,,,,1.1,,31,31,
24540678,Crested Mistmoore Shield,Secondary,LEGENDARY,65,,berserker|guardian|paladin|shadowknight,0,0,0,0,\aITEM 24540678 239939277:Crested Mistmoore Shield\/a,,,64,,,,2.7,2,15,0.6,1.9,,,,,,,,,40,40,
717679129,Balanced Kukri,Primary|Secondary,LEGENDARY,10,,assassin|beastlord|berserker|brigand|channeler|dirge|fury|guardian|paladin|ranger|shadowknight|swashbuckler|troubador|warden,7,37,6,7.253334,\aITEM 717679129 -1253225524:Balanced Kukri\/a,,,,,,,,,,,,,,,,,,,,5,5,
1426925191,Bugbear Bone Mace,Primary|Secondary,TREASURED,30,,beastlord|berserker|bruiser|channeler|defiler|fury|guardian|inquisitor|monk|mystic|paladin|shadowknight|templar|warden,14,78,4,23.040001,\aITEM 1426925191 257730124:Bugbear Bone Mace\/a,,,,,,,,,4,,,,,,,,,,,11,11,
744275993,Blessed Feyiron Long Sword,Primary|Secondary,HANDCRAFTED,30,,assassin|beastlord|berserker|brigand|channeler|dirge|fury|guardian|paladin|ranger|shadowknight|swashbuckler|troubador|warden,21,117,6,22.869335,\aITEM 744275993 277758760:Blessed Feyiron Long Sword\/a,,,,,,,,,3,,,,,,,,,,,8,9,
1041194101,Coldforged Katar,Primary,TREASURED,40,,beastlord|bruiser|monk,24,135,5,31.680004,\aITEM 1041194101 2032762005:Coldforged Katar\/a,,,,,,,,,5,,,,,,,,,,,13,13,
2271034826,Staff of the Observers,Primary,LEGENDARY,50,,beastlord|berserker|bruiser|channeler|coercer|conjuror|defiler|fury|guardian|illusionist|inquisitor|monk|mystic|necromancer|paladin|shadowknight|templar|warden|warlock|wizard,104,312,7,59.472,\aITEM -2023932470 767663967:Staff of the Observers\/a,,,60,,,,2.6,,22,0.6,2,,,,,,,4.8,,56,56,
174158920,Jagged Spear of the Horde,Primary,TREASURED,50,,beastlord|berserker|channeler|defiler|guardian|mystic|paladin|shadowknight,59,332,7,55.754997,\aITEM 174158920 276521885:Jagged Spear of the Horde\/a,,,,,3.8,,3.4,,24,0.6,2.2,,,,,,,,,62,62,
2588581916,Mallet of the Chosen Mender,Primary,LEGENDARY,50,,beastlord|berserker|bruiser|channeler|coercer|conjuror|defiler|fury|guardian|illusionist|inquisitor|monk|mystic|necromancer|paladin|shadowknight|templar|warden|warlock|wizard,67,382,8,56.167999,\aITEM -1706385380 15712441:Mallet of the Chosen Mender\/a,,,,,,5.4,3.6,,26,0.8,2.4,,,,,,,,,64,64,
161305543,Halberd of the Chosen Knight,Primary,LEGENDARY,50,,beastlord|berserker|channeler|defiler|guardian|mystic|paladin|shadowknight,67,382,8,56.167999,\aITEM 161305543 -709967516:Halberd of the Chosen Knight\/a,,,,,,,3.6,2.6,26,0.8,2.4,,,,,,,,,64,64,
2283929467,"Detesta, Flail of Haunted Dreams",Primary|Secondary,LEGENDARY,50,,beastlord|berserker|bruiser|channeler|coercer|conjuror|defiler|fury|guardian|illusionist|inquisitor|monk|mystic|necromancer|paladin|shadowknight|templar|warden|warlock|wizard,26,146,4,42.794666,"\aITEM -2011037829 -1505853845:Detesta, Flail of Haunted Dreams\/a",,,33,,,,1.7,,12,0.3,1.1,,,,,,,,,31,31,
