id,name,slot,tier,itemlevel,armor_type,classes,weapon_min_dmg,weapon_max_dmg,delay,damage_rating,skill,wieldstyle,gamelink,adorning,aeautoattackchance,agility,all,arcane,armormitigationincrease,attackspeed,basemodifier,blockchance,combatskills,craftingskills,critbonus,critchance,doubleattackchance,dps,flurry,harvestingskills,maxhpperc,spelltimecastpct,spelltimereusepct,stamina,strength,strikethrough,tinkering,wisdom
950604865,Fighter's Helmet,Head,TREASURED,10,Plate,berserker|guardian|inquisitor|paladin|shadowknight|templar,0,0,0,0,,,\aITEM 950604865 -733836800:Fighter's Helmet\/a,,,,,,,,,,,,,,,,,,,,,4,4,,,
2078307625,Glorious Votary's Plate Pauldrons,Shoulders,TREASURED,30,Plate,berserker|guardian|inquisitor|paladin|shadowknight|templar,0,0,0,0,,,\aITEM 2078307625 1370297946:Glorious Votary's Plate Pauldrons\/a,,,,,,,,,,4,,,,,,,,,,,10,10,,,
898750069,Orcish Padded Sandals,Feet,TREASURED,10,Cloth,assassin|beastlord|berserker|brigand|bruiser|channeler|coercer|conjuror|defiler|dirge|fury|guardian|illusionist|inquisitor|monk|mystic|necromancer|paladin|ranger|shadowknight|swashbuckler|templar|troubador|warden|warlock|wizard,0,0,0,0,,,\aITEM 898750069 -617970624:Orcish Padded Sandals\/a,,,,,,,,,,1,,,,,,,,,,,5,5,,,
2106156060,Full Spectrum Goggles,Head,HANDCRAFTED,10,Cloth,assassin|beastlord|berserker|brigand|bruiser|channeler|coercer|conjuror|defiler|dirge|fury|guardian|illusionist|inquisitor|monk|mystic|necromancer|paladin|ranger|shadowknight|swashbuckler|templar|troubador|warden|warlock|wizard,0,0,0,0,,,\aITEM 2106156060 -89193202:Full Spectrum Goggles\/a,,,,,,,,,,,,,,,,,,,,,2,3,,,
2118505641,Irontoe Brigadier Ceremonial Cuirass,Chest,TREASURED,5,Cloth,assassin|beastlord|berserker|brigand|bruiser|channeler|coercer|conjuror|defiler|dirge|fury|guardian|illusionist|inquisitor|monk|mystic|necromancer|paladin|ranger|shadowknight|swashbuckler|templar|troubador|warden|warlock|wizard,0,0,0,0,,,\aITEM 2118505641 794048940:Irontoe Brigadier Ceremonial Cuirass\/a,,,,,,,,,,,,,,,,,,,,,,,,,
2133797693,Dwarven Ringmail Tunic,Chest,LEGENDARY,19,Chain,assassin|beastlord|berserker|brigand|defiler|dirge|guardian|inquisitor|mystic|paladin|ranger|shadowknight|swashbuckler|templar|troubador,0,0,0,0,,,\aITEM 2133797693 -1199774052:Dwarven Ringmail Tunic\/a,,,,,,,,,,4,,,,,,,,,,,10,10,0.8,,
1116964830,Blood Threaded Cap of Alteration,Head,MASTERCRAFTED,32,Cloth,coercer|conjuror|illusionist|necromancer|warlock|wizard,0,0,0,0,,,\aITEM 1116964830 -235349282 0 0 0:Blood Threaded Cap of Alteration\/a,,,,,,,,,,4,,,,,,,,,,,10,10,,,
464640211,Crushbone Ringmail Coif,Head,LEGENDARY,20,Chain,assassin|beastlord|berserker|brigand|defiler|dirge|guardian|inquisitor|mystic|paladin|ranger|shadowknight|swashbuckler|templar|troubador,0,0,0,0,,,\aITEM 464640211 1208790096 0 0 0:Crushbone Ringmail Coif\/a,,,,,,,,,,3,,,,,,,,,,,9,9,,,
384281733,Crushbone Ringmail Gloves,Hands,LEGENDARY,20,Chain,assassin|beastlord|berserker|brigand|defiler|dirge|guardian|inquisitor|mystic|paladin|ranger|shadowknight|swashbuckler|templar|troubador,0,0,0,0,,,\aITEM 384281733 1361150357 0 0 0:Crushbone Ringmail Gloves\/a,,,,,,,,,,3,,,,,,,,,,,9,9,,,
239640710,Zombie Flesh Pantaloons,Legs,TREASURED,20,Cloth,assassin|beastlord|berserker|brigand|bruiser|channeler|coercer|conjuror|defiler|dirge|fury|guardian|illusionist|inquisitor|monk|mystic|necromancer|paladin|ranger|shadowknight|swashbuckler|templar|troubador|warden|warlock|wizard,0,0,0,0,,,\aITEM 239640710 869697655:Zombie Flesh Pantaloons\/a,,,,,,,,,,3,,,,,,,,,,,8,8,,,
989893524,Feral Rainkeeper's Tunic,Chest,TREASURED,70,Leather,assassin|beastlord|berserker|brigand|bruiser|channeler|defiler|dirge|fury|guardian|inquisitor|monk|mystic|paladin|ranger|shadowknight|swashbuckler|templar|troubador|warden,0,0,0,0,,,\aITEM 989893524 1987284853:Feral Rainkeeper's Tunic\/a,,,,54,,,,2.5,,14,,0.5,1.7,,,,,,,,38,38,,,
2171265875,Marine Shoulderpads of the Far Seas Traders,Shoulders,TREASURED,60,Cloth,alchemist|armorer|carpenter|jeweler|provisioner|sage|tailor|weaponsmith|woodworker,0,0,0,0,,,\aITEM -2123701421 575464655 0 0 0:Marine Shoulderpads of the Far Seas Traders\/a,1,,,,,,,,,,10,,,,,,,,,,10,,,1,
3044721158,Crushbone Legionnaire Wraps,Shoulders,TREASURED,20,Leather,beastlord|bruiser|monk,0,0,0,0,,,\aITEM -1250246138 139365086:Crushbone Legionnaire Wraps\/a,,,,,,,,,,3,,,,,,,,,,,8,8,,,
2606271608,Holy Acolyte's Wristguard,Forearms,TREASURED,20,Plate,berserker|guardian|inquisitor|paladin|shadowknight|templar,0,0,0,0,,,\aITEM -1688695688 -210331734:Holy Acolyte's Wristguard\/a,,,,,,,,,,3,,,,,,,,,,,7,7,,,
2619617927,Holy Acolyte's Plate Barbute,Head,TREASURED,20,Plate,berserker|guardian|inquisitor|paladin|shadowknight|templar,0,0,0,0,,,\aITEM -1675349369 1731266639:Holy Acolyte's Plate Barbute\/a,,,,,,,,,,3,,,,,,,,,,,7,7,,,
3702558050,Wracked Soothsayer's Chain Cuffs,Forearms,TREASURED,20,Chain,assassin|beastlord|berserker|brigand|defiler|dirge|guardian|inquisitor|mystic|paladin|ranger|shadowknight|swashbuckler|templar|troubador,0,0,0,0,,,\aITEM -592409246 1406899240:Wracked Soothsayer's Chain Cuffs\/a,,,,,,,,,,3,,,,,,,,,,,7,7,,,
3923492558,Infused Beguiler's Cowl,Head,TREASURED,20,Cloth,assassin|beastlord|berserker|brigand|bruiser|channeler|coercer|conjuror|defiler|dirge|fury|guardian|illusionist|inquisitor|monk|mystic|necromancer|paladin|ranger|shadowknight|swashbuckler|templar|troubador|warden|warlock|wizard,0,0,0,0,,,\aITEM -371474738 831468635:Infused Beguiler's Cowl\/a,,,,,,,,,,3,,,,,,,,,,,7,7,,,
3005142282,Infused Student's Cuffs,Forearms,TREASURED,20,Cloth,assassin|beastlord|berserker|brigand|bruiser|channeler|coercer|conjuror|defiler|dirge|fury|guardian|illusionist|inquisitor|monk|mystic|necromancer|paladin|ranger|shadowknight|swashbuckler|templar|troubador|warden|warlock|wizard,0,0,0,0,,,\aITEM -1289825014 1536032505:Infused Student's Cuffs\/a,,,,,,,,,,3,,,,,,,,,,,7,7,,,
2920299846,Peerless Sentry's Pauldrons,Shoulders,TREASURED,20,Plate,berserker|guardian|inquisitor|paladin|shadowknight|templar,0,0,0,0,,,\aITEM -1374667450 -1035349089:Peerless Sentry's Pauldrons\/a,,,,,,,,,,3,,,,,,,,,,,7,7,,,
797410441,Pupil's Fine Cloth Hand Wraps,Hands,TREASURED,20,Leather,assassin|beastlord|berserker|brigand|bruiser|channeler|defiler|dirge|fury|guardian|inquisitor|monk|mystic|paladin|ranger|shadowknight|swashbuckler|templar|troubador|warden,0,0,0,0,,,\aITEM 797410441 -2119657228:Pupil's Fine Cloth Hand Wraps\/a,,,,,,,,,,3,,,,,,,,,,,7,7,,,
3840859325,Holy Acolyte's Plate Pauldrons,Shoulders,TREASURED,20,Plate,berserker|guardian|inquisitor|paladin|shadowknight|templar,0,0,0,0,,,\aITEM -454107971 1135577943:Holy Acolyte's Plate Pauldrons\/a,,,,,,,,,,3,,,,,,,,,,,7,7,,,
3592462186,Pupil's Fine Cloth Skullcap,Head,TREASURED,20,Leather,bruiser|monk,0,0,0,0,,,\aITEM -702505110 -943070548:Pupil's Fine Cloth Skullcap\/a,,,,,,,,,,3,,,,,,,,,,,7,7,,,
2578764028,Medium's Bound Chain Boots of the Soothspeaker,Feet,LEGENDARY,20,Chain,assassin|beastlord|berserker|brigand|defiler|dirge|guardian|inquisitor|mystic|paladin|ranger|shadowknight|swashbuckler|templar|troubador,0,0,0,0,,,\aITEM -1716203268 -1405304712:Medium's Bound Chain Boots of the Soothspeaker\/a,,,,,,,,,,3,,,,,,,,,,,8,8,,,
2260553393,Believer's Wrought Plate Greaves,Legs,TREASURED,20,Plate,berserker|guardian|inquisitor|paladin|shadowknight|templar,0,0,0,0,,,\aITEM -2034413903 -1504346540:Believer's Wrought Plate Greaves\/a,,,,,,,,,,3,,,,,,,,,,,7,7,,,
4198119578,Keen Bandit's Chain Shoes,Feet,TREASURED,20,Chain,assassin|beastlord|berserker|brigand|defiler|dirge|guardian|inquisitor|mystic|paladin|ranger|shadowknight|swashbuckler|templar|troubador,0,0,0,0,,,\aITEM -96847718 -1564918866:Keen Bandit's Chain Shoes\/a,,,,,,,,,,3,,,,,,,,,,,7,7,,,
2951328866,Keen Bandit's Chain Gloves,Hands,TREASURED,20,Chain,assassin|beastlord|berserker|brigand|defiler|dirge|guardian|inquisitor|mystic|paladin|ranger|shadowknight|swashbuckler|templar|troubador,0,0,0,0,,,\aITEM -1343638430 -1744872991:Keen Bandit's Chain Gloves\/a,,,,,,,,,,3,,,,,,,,,,,7,7,,,
157798571,Keen Bandit's Chain Spaulders,Shoulders,TREASURED,20,Chain,assassin|beastlord|berserker|brigand|defiler|dirge|guardian|inquisitor|mystic|paladin|ranger|shadowknight|swashbuckler|templar|troubador,0,0,0,0,,,\aITEM 157798571 -1206930924:Keen Bandit's Chain Spaulders\/a,,,,,,,,,,3,,,,,,,,,,,7,7,,,
86020308,Holy Acolyte's Plate Boots,Feet,TREASURED,20,Plate,berserker|guardian|inquisitor|paladin|shadowknight|templar,0,0,0,0,,,\aITEM 86020308 548114247:Holy Acolyte's Plate Boots\/a,,,,,,,,,,3,,,,,,,,,,,7,7,,,
1297286779,Indigo Boots of the Far Seas Traders,Feet,TREASURED,60,Cloth,alchemist|armorer|carpenter|jeweler|provisioner|sage|tailor|weaponsmith|woodworker,0,0,0,0,,,\aITEM 1297286779 901782770 0 0 0:Indigo Boots of the Far Seas Traders\/a,1,,,,,,,,,,10,,,,,,,,,,10,,,1,
432786886,Wracked Soothsayer's Spaulders,Shoulders,TREASURED,20,Chain,assassin|beastlord|berserker|brigand|defiler|dirge|guardian|inquisitor|mystic|paladin|ranger|shadowknight|swashbuckler|templar|troubador,0,0,0,0,,,\aITEM 432786886 -573896753:Wracked Soothsayer's Spaulders\/a,,,,,,,,,,3,,,,,,,,,,,7,7,,,
3975767727,Cursed Tonlets of the Plaguebringer,Feet,FABLED,20,Plate,berserker|guardian|inquisitor|paladin|shadowknight|templar,0,0,0,0,,,\aITEM -319199569 300916090:Cursed Tonlets of the Plaguebringer\/a,,,,,,,,,,3,,,,,,,,,,,8,8,,,
1064593944,Resilient Sifu's Mithrilspun Arm Wraps,Shoulders,FABLED,60,Leather,assassin|beastlord|brigand|bruiser|dirge|monk|ranger|swashbuckler|troubador,0,0,0,0,,,\aITEM 1064593944 -1473491205:Resilient Sifu's Mithrilspun Arm Wraps\/a,,,,,,,,2.4,,14,,0.5,1.6,,,,,3.6,,,37,37,,,
1060204314,Plain Boots of the Far Seas Traders,Feet,TREASURED,60,Cloth,alchemist|armorer|carpenter|jeweler|provisioner|sage|tailor|weaponsmith|woodworker,0,0,0,0,,,\aITEM 1060204314 1629473632 0 0 0:Plain Boots of the Far Seas Traders\/a,1,,,,,,,,,,10,,,,,,,,,,10,,,1,
2340474818,Student's Embroidered Leggings,Legs,TREASURED,20,Cloth,assassin|beastlord|berserker|brigand|bruiser|channeler|coercer|conjuror|defiler|dirge|fury|guardian|illusionist|inquisitor|monk|mystic|necromancer|paladin|ranger|shadowknight|swashbuckler|templar|troubador|warden|warlock|wizard,0,0,0,0,,,\aITEM -1954492478 1996583130:Student's Embroidered Leggings\/a,,,,,,,,,,3,,,,,,,,,,,7,7,,,
970017241,Unyielding Veteran's Gauntlets of the Stalwart,Hands,TREASURED,30,Plate,berserker|guardian|inquisitor|paladin|shadowknight|templar,0,0,0,0,,,\aITEM 970017241 924909840:Unyielding Veteran's Gauntlets of the Stalwart\/a,,,,,,,,,,4,,,,,,,,,,,10,10,,,
3279375246,Pure Preserver's Leather Boots,Feet,TREASURED,20,Leather,assassin|beastlord|berserker|brigand|bruiser|channeler|defiler|dirge|fury|guardian|inquisitor|monk|mystic|paladin|ranger|shadowknight|swashbuckler|templar|troubador|warden,0,0,0,0,,,\aITEM -1015592050 2095566950:Pure Preserver's Leather Boots\/a,,,,,,,,,,3,,,,,,,,,,,7,7,,,
4285194280,Peerless Sentry's Helmet,Head,TREASURED,20,Plate,berserker|guardian|inquisitor|paladin|shadowknight|templar,0,0,0,0,,,\aITEM -9773016 -638262616:Peerless Sentry's Helmet\/a,,,,,,,,,,3,,,,,,,,,,,7,7,,,
3274911899,Crushbone Legionnaire Mantle,Shoulders,TREASURED,20,Chain,assassin|beastlord|brigand|defiler|dirge|mystic|ranger|swashbuckler|troubador,0,0,0,0,,,\aITEM -1020055397 1267097141:Crushbone Legionnaire Mantle\/a,,,,,,,,,,3,,,,,,,,,,,8,8,,,
3393463174,Crushbone Legionnaire Pauldrons,Shoulders,TREASURED,20,Plate,berserker|guardian|inquisitor|paladin|shadowknight|templar,0,0,0,0,,,\aITEM -901504122 1507283534:Crushbone Legionnaire Pauldrons\/a,,,,,,,,,,3,,,,,,,,,,,8,8,,,
3791280079,Grower's Leggings,Legs,LEGENDARY,20,Leather,assassin|beastlord|berserker|brigand|bruiser|channeler|defiler|dirge|fury|guardian|inquisitor|monk|mystic|paladin|ranger|shadowknight|swashbuckler|templar|troubador|warden,0,0,0,0,,,\aITEM -503687217 521923884:Grower's Leggings\/a,,,,,,,,,,3,,,,,,,,,,,9,9,,,
3048173218,Boots of the Crusher,Feet,TREASURED,20,Plate,berserker|guardian|inquisitor|paladin|shadowknight|templar,0,0,0,0,,,\aITEM -1246794078 -876637554:Boots of the Crusher\/a,,,,,,,,,,3,,,,,,,,,,,8,8,,,
523939611,Medium's Bound Handguards of the Soothspeaker,Hands,LEGENDARY,20,Chain,assassin|beastlord|berserker|brigand|defiler|dirge|guardian|inquisitor|mystic|paladin|ranger|shadowknight|swashbuckler|templar|troubador,0,0,0,0,,,\aITEM 523939611 -217061425:Medium's Bound Handguards of the Soothspeaker\/a,,,,,,,,,,3,,,,,,,,,,,8,8,,,
593389046,Centurion's Vambraces,Forearms,TREASURED,20,Plate,berserker|guardian|inquisitor|paladin|shadowknight|templar,0,0,0,0,,,\aITEM 593389046 -1215764844:Centurion's Vambraces\/a,,,,,,,,,,3,,,,,,,,,,,8,8,,,
4274050116,Crushbone Ringmail Bracers,Forearms,LEGENDARY,20,Chain,assassin|beastlord|berserker|brigand|defiler|dirge|guardian|inquisitor|mystic|paladin|ranger|shadowknight|swashbuckler|templar|troubador,0,0,0,0,,,\aITEM -20917180 -483393011 0 0 0:Crushbone Ringmail Bracers\/a,,,,,,,,,,3,,,,,,,,,,,9,9,,,
1222237014,Arcanist's Gloves,Hands,TREASURED,10,Cloth,assassin|beastlord|berserker|brigand|bruiser|channeler|coercer|conjuror|defiler|dirge|fury|guardian|illusionist|inquisitor|monk|mystic|necromancer|paladin|ranger|shadowknight|swashbuckler|templar|troubador|warden|warlock|wizard,0,0,0,0,,,\aITEM 1222237014 -1996928285:Arcanist's Gloves\/a,,,,,,,,,,1,,,,,,,,,,,4,4,,,
1411545741,Cutthroat's Thickened Chain Leggings,Legs,TREASURED,30,Chain,assassin|beastlord|berserker|brigand|defiler|dirge|guardian|inquisitor|mystic|paladin|ranger|shadowknight|swashbuckler|templar|troubador,0,0,0,0,,,\aITEM 1411545741 1585545677:Cutthroat's Thickened Chain Leggings\/a,,,,,,,,,,4,,,,,,,,,,,10,10,,,
141005093,Cap of the Thaumaturgist,Head,TREASURED,20,Cloth,assassin|beastlord|berserker|brigand|bruiser|channeler|coercer|conjuror|defiler|dirge|fury|guardian|illusionist|inquisitor|monk|mystic|necromancer|paladin|ranger|shadowknight|swashbuckler|templar|troubador|warden|warlock|wizard,0,0,0,0,,,\aITEM 141005093 2124245831:Cap of the Thaumaturgist\/a,,,,,,,,,,3,,,,,,,,,,,8,8,,,
1268796346,Mage's Woven Epaulets,Shoulders,LEGENDARY,10,Cloth,assassin|beastlord|berserker|brigand|bruiser|channeler|coercer|conjuror|defiler|dirge|fury|guardian|illusionist|inquisitor|monk|mystic|necromancer|paladin|ranger|shadowknight|swashbuckler|templar|troubador|warden|warlock|wizard,0,0,0,0,,,\aITEM 1268796346 -199014057:Mage's Woven Epaulets\/a,,,,,,,,,,1,,,,,,,,,,,5,5,,,
3935572848,Medium's Bound Coif,Head,TREASURED,20,Chain,assassin|beastlord|berserker|brigand|defiler|dirge|guardian|inquisitor|mystic|paladin|ranger|shadowknight|swashbuckler|templar|troubador,0,0,0,0,,,\aITEM -359394448 54994466:Medium's Bound Coif\/a,,,,,,,,,,3,,,,,,,,,,,7,7,,,
3513863060,Lookout's Light Iron Chain Gloves,Hands,TREASURED,20,Chain,assassin|beastlord|berserker|brigand|defiler|dirge|guardian|inquisitor|mystic|paladin|ranger|shadowknight|swashbuckler|templar|troubador,0,0,0,0,,,\aITEM -781104236 -1365700662:Lookout's Light Iron Chain Gloves\/a,,,,,,,,,,3,,,,,,,,,,,7,7,,,
2677627174,Gnomish Anti-Camo Goggles,Head,HANDCRAFTED,20,Cloth,assassin|beastlord|berserker|brigand|bruiser|channeler|coercer|conjuror|defiler|dirge|fury|guardian|illusionist|inquisitor|monk|mystic|necromancer|paladin|ranger|shadowknight|swashbuckler|templar|troubador|warden|warlock|wizard,0,0,0,0,,,\aITEM -1617340122 -366200756:Gnomish Anti-Camo Goggles\/a,,,,,,,,,,2,,,,,,,,,,,5,6,,,
1246052522,Woodland Reclaimer's Shoulder Pads,Shoulders,TREASURED,30,Leather,assassin|beastlord|berserker|brigand|bruiser|channeler|defiler|dirge|fury|guardian|inquisitor|monk|mystic|paladin|ranger|shadowknight|swashbuckler|templar|troubador|warden,0,0,0,0,,,\aITEM 1246052522 38425519:Woodland Reclaimer's Shoulder Pads\/a,,,,,,,,,,4,,,,,,,,,,,10,10,,,
3635404294,Noxious Environmental Suit,Head,HANDCRAFTED,20,Chain,assassin|beastlord|berserker|brigand|defiler|dirge|guardian|inquisitor|mystic|paladin|ranger|shadowknight|swashbuckler|templar|troubador,0,0,0,0,,,\aITEM -659563002 1604275049:Noxious Environmental Suit\/a,,,,,,,,,,2,,,,,,,,,,,5,6,,,
1443510960,Brutal Pupil's Wrist Wraps,Forearms,TREASURED,20,Leather,assassin|beastlord|berserker|brigand|bruiser|channeler|defiler|dirge|fury|guardian|inquisitor|monk|mystic|paladin|ranger|shadowknight|swashbuckler|templar|troubador|warden,0,0,0,0,,,\aITEM 1443510960 -652198048:Brutal Pupil's Wrist Wraps\/a,,,,,,,,,,3,,,,,,,,,,,7,7,,,
1177048651,Midnight Vest of the Far Seas Traders,Chest,TREASURED,60,Cloth,alchemist|armorer|carpenter|jeweler|provisioner|sage|tailor|weaponsmith|woodworker,0,0,0,0,,,\aITEM 1177048651 -1005952493 0 0 0:Midnight Vest of the Far Seas Traders\/a,5,,,,,,,,,,10,,,,,,,,,,10,,,5,
1127712835,Druid's Leather Pants,Legs,TREASURED,10,Leather,assassin|beastlord|berserker|brigand|bruiser|channeler|defiler|dirge|fury|guardian|inquisitor|monk|mystic|paladin|ranger|shadowknight|swashbuckler|templar|troubador|warden,0,0,0,0,,,\aITEM 1127712835 -1253594487:Druid's Leather Pants\/a,,,,,,,,,,1,,,,,,,,,,,4,4,,,
3025281462,Pure Conserver's Bands,Forearms,TREASURED,20,Leather,assassin|beastlord|berserker|brigand|bruiser|channeler|defiler|dirge|fury|guardian|inquisitor|monk|mystic|paladin|ranger|shadowknight|swashbuckler|templar|troubador|warden,0,0,0,0,,,\aITEM -1269685834 985324224:Pure Conserver's Bands\/a,,,,,,,,,,3,,,,,,,,,,,7,7,,,
4100585139,Wristguards of the Keep Sneak,Forearms,TREASURED,20,Chain,assassin|beastlord|berserker|brigand|defiler|dirge|guardian|inquisitor|mystic|paladin|ranger|shadowknight|swashbuckler|templar|troubador,0,0,0,0,,,\aITEM -194382157 1067312586:Wristguards of the Keep Sneak\/a,,,,,,,,,,3,,,,,,,,,,,8,8,,,
2703225379,Quartermaster's Vest,Chest,TREASURED,20,Leather,assassin|beastlord|berserker|brigand|bruiser|channeler|defiler|dirge|fury|guardian|inquisitor|monk|mystic|paladin|ranger|shadowknight|swashbuckler|templar|troubador|warden,0,0,0,0,,,\aITEM -1591741917 -529571043:Quartermaster's Vest\/a,,,,,,,,,,3,,,,,,,,,,,8,8,,,
524459345,Wristguards of Dark Spirits,Forearms,TREASURED,20,Chain,assassin|beastlord|berserker|brigand|defiler|dirge|guardian|inquisitor|mystic|paladin|ranger|shadowknight|swashbuckler|templar|troubador,0,0,0,0,,,\aITEM 524459345 1671888424:Wristguards of Dark Spirits\/a,,,,,,,,,,3,,,,,,,,,,,8,8,,,
1149839552,Elemental Environmental Suit,Head,HANDCRAFTED,20,Chain,assassin|beastlord|berserker|brigand|defiler|dirge|guardian|inquisitor|mystic|paladin|ranger|shadowknight|swashbuckler|templar|troubador,0,0,0,0,,,\aITEM 1149839552 -1070664124:Elemental Environmental Suit\/a,,,,,,,,,,2,,,,,,,,,,,5,6,,,
3466329692,Peerless Partisan's Bracers,Forearms,TREASURED,20,Plate,berserker|guardian|inquisitor|paladin|shadowknight|templar,0,0,0,0,,,\aITEM -828637604 -1878931899:Peerless Partisan's Bracers\/a,,,,,,,,,,3,,,,,,,,,,,7,7,,,
2272710474,Grower's Gloves,Hands,TREASURED,20,Leather,assassin|beastlord|berserker|brigand|bruiser|channeler|defiler|dirge|fury|guardian|inquisitor|monk|mystic|paladin|ranger|shadowknight|swashbuckler|templar|troubador|warden,0,0,0,0,,,\aITEM -2022256822 2137742230:Grower's Gloves\/a,,,,,,,,,,3,,,,,,,,,,,8,8,,,
69704854,Gloves of Warsongs,Hands,TREASURED,20,Chain,assassin|beastlord|berserker|brigand|defiler|dirge|guardian|inquisitor|mystic|paladin|ranger|shadowknight|swashbuckler|templar|troubador,0,0,0,0,,,\aITEM 69704854 1961130068:Gloves of Warsongs\/a,,,,,,,,,,3,,,,,,,,,,,8,8,,,
598773795,Conserver's Cured Leather Pants,Legs,TREASURED,20,Leather,assassin|beastlord|berserker|brigand|bruiser|channeler|defiler|dirge|fury|guardian|inquisitor|monk|mystic|paladin|ranger|shadowknight|swashbuckler|templar|troubador|warden,0,0,0,0,,,\aITEM 598773795 901970776:Conserver's Cured Leather Pants\/a,,,,,,,,,,3,,,,,,,,,,,7,7,,,
3069136562,Cap of the Crushbone Brawler,Head,TREASURED,20,Leather,assassin|beastlord|berserker|brigand|bruiser|channeler|defiler|dirge|fury|guardian|inquisitor|monk|mystic|paladin|ranger|shadowknight|swashbuckler|templar|troubador|warden,0,0,0,0,,,\aITEM -1225830734 1309344682:Cap of the Crushbone Brawler\/a,,,,,,,,,,3,,,,,,,,,,,8,8,,,
4072352014,Wristguards of the Crushbone Brawler,Forearms,LEGENDARY,20,Leather,assassin|beastlord|berserker|brigand|bruiser|channeler|defiler|dirge|fury|guardian|inquisitor|monk|mystic|paladin|ranger|shadowknight|swashbuckler|templar|troubador|warden,0,0,0,0,,,\aITEM -222615282 839406234:Wristguards of the Crushbone Brawler\/a,,,,,,,,,,3,,,,,,,,,,,9,9,,,
3311488132,Coif of the Keep Sneak,Head,LEGENDARY,20,Chain,assassin|beastlord|berserker|brigand|defiler|dirge|guardian|inquisitor|mystic|paladin|ranger|shadowknight|swashbuckler|templar|troubador,0,0,0,0,,,\aITEM -983479164 2129629509:Coif of the Keep Sneak\/a,,,,,,,,,,3,,,,,,,,,,,9,9,,,
3742426886,Crushbone Plate Barbute,Head,LEGENDARY,20,Plate,berserker|guardian|inquisitor|paladin|shadowknight|templar,0,0,0,0,,,\aITEM -552540410 -305073915 0 0 0:Crushbone Plate Barbute\/a,,,,,,,,,,3,,,,,,,,,,,9,9,,,
1232867794,tunare's pages negotiator shirt,Chest,,5,Cloth,assassin|beastlord|berserker|brigand|bruiser|channeler|coercer|conjuror|defiler|dirge|fury|guardian|illusionist|inquisitor|monk|mystic|necromancer|paladin|ranger|shadowknight|swashbuckler|templar|troubador|warden|warlock|wizard,0,0,0,0,,,\aITEM 1232867794 -589872285:tunare's pages negotiator shirt\/a,,,,,,,,,,,,,,,,,,,,,,,,,
2237477546,Student's Embroidered Shoes,Feet,TREASURED,20,Cloth,assassin|beastlord|berserker|brigand|bruiser|channeler|coercer|conjuror|defiler|dirge|fury|guardian|illusionist|inquisitor|monk|mystic|necromancer|paladin|ranger|shadowknight|swashbuckler|templar|troubador|warden|warlock|wizard,0,0,0,0,,,\aITEM -2057489750 -1848218763:Student's Embroidered Shoes\/a,,,,,,,,,,3,,,,,,,,,,,7,7,,,
3663837980,Crushbone Plate Breastplate,Chest,LEGENDARY,20,Plate,berserker|guardian|inquisitor|paladin|shadowknight|templar,0,0,0,0,,,\aITEM -631129316 -749580802 0 0 0:Crushbone Plate Breastplate\/a,,,,,,,,,,3,,,,,,,,,,,9,9,,,
4249299864,Robe of Hidden Rituals,Chest,LEGENDARY,20,Cloth,assassin|beastlord|berserker|brigand|bruiser|channeler|coercer|conjuror|defiler|dirge|fury|guardian|illusionist|inquisitor|monk|mystic|necromancer|paladin|ranger|shadowknight|swashbuckler|templar|troubador|warden|warlock|wizard,0,0,0,0,,,\aITEM -45667432 1735325536:Robe of Hidden Rituals\/a,,,,,,,,,,3,,,,,,,,,,,9,9,,,
3813862434,Partisan's Hammered Gauntlets,Hands,TREASURED,20,Plate,berserker|guardian|inquisitor|paladin|shadowknight|templar,0,0,0,0,,,\aITEM -481104862 1499837661:Partisan's Hammered Gauntlets\/a,,,,,,,,,,3,,,,,,,,,,,7,7,,,
1134362034,Forest Boots of the Far Seas Traders,Feet,TREASURED,60,Cloth,alchemist|armorer|carpenter|jeweler|provisioner|sage|tailor|weaponsmith|woodworker,0,0,0,0,,,\aITEM 1134362034 2036343383 0 0 0:Forest Boots of the Far Seas Traders\/a,1,,,,,,,,,,10,,,,,,,,,,10,,,1,
2288038873,Believer's Wrought Plate Boots,Feet,TREASURED,20,Plate,berserker|guardian|inquisitor|paladin|shadowknight|templar,0,0,0,0,,,\aITEM -2006928423 1783460892:Believer's Wrought Plate Boots\/a,,,,,,,,,,3,,,,,,,,,,,7,7,,,
1534756890,Graceful Pugilist's Arm Wraps,Shoulders,TREASURED,30,Leather,assassin|beastlord|berserker|brigand|bruiser|channeler|defiler|dirge|fury|guardian|inquisitor|monk|mystic|paladin|ranger|shadowknight|swashbuckler|templar|troubador|warden,0,0,0,0,,,\aITEM 1534756890 -1048892594:Graceful Pugilist's Arm Wraps\/a,,,,,,,,,,4,,,,,,,,,,,10,10,,,
556721806,Believer's Wrought Plate Barbute,Head,TREASURED,20,Plate,berserker|guardian|inquisitor|paladin|shadowknight|templar,0,0,0,0,,,\aITEM 556721806 336719266:Believer's Wrought Plate Barbute\/a,,,,,,,,,,3,,,,,,,,,,,7,7,,,
3264693540,Crushbone Plate Spaulders,Shoulders,LEGENDARY,20,Plate,berserker|guardian|inquisitor|paladin|shadowknight|templar,0,0,0,0,,,\aITEM -1030273756 493785462 0 0 0:Crushbone Plate Spaulders\/a,,,,,,,,,,3,,,,,,,,,,,9,9,,,
